x-axis,F1
+334.5000E+00,-99.40499E+00
+334.7500E+00,-82.36958E+00
+335.0000E+00,-77.22590E+00
+335.2500E+00,-90.51864E+00
+335.5000E+00,-82.31196E+00
+335.7500E+00,-85.56242E+00
+336.0000E+00,-78.11225E+00
+336.2500E+00,-74.92383E+00
+336.5000E+00,-78.34878E+00
+336.7500E+00,-78.21632E+00
+337.0000E+00,-78.77801E+00
+337.2500E+00,-81.66813E+00
+337.5000E+00,-80.49515E+00
+337.7500E+00,-75.87846E+00
+338.0000E+00,-77.67370E+00
+338.2500E+00,-91.19688E+00
+338.5000E+00,-86.12555E+00
+338.7500E+00,-84.71119E+00
+339.0000E+00,-82.14275E+00
+339.2500E+00,-93.58813E+00
+339.5000E+00,-91.22484E+00
+339.7500E+00,-91.78206E+00
+340.0000E+00,-83.70360E+00
+340.2500E+00,-81.58572E+00
+340.5000E+00,-77.47906E+00
+340.7500E+00,-83.17368E+00
+341.0000E+00,-76.98208E+00
+341.2500E+00,-73.96233E+00
+341.5000E+00,-75.53928E+00
+341.7500E+00,-79.50598E+00
+342.0000E+00,-78.48056E+00
+342.2500E+00,-82.81673E+00
+342.5000E+00,-89.34881E+00
+342.7500E+00,-80.83916E+00
+343.0000E+00,-79.18459E+00
+343.2500E+00,-77.71230E+00
+343.5000E+00,-76.64881E+00
+343.7500E+00,-90.60161E+00
+344.0000E+00,-84.84450E+00
+344.2500E+00,-88.61368E+00
+344.5000E+00,-97.27051E+00
+344.7500E+00,-86.68147E+00
+345.0000E+00,-79.65553E+00
+345.2500E+00,-74.32992E+00
+345.5000E+00,-75.15540E+00
+345.7500E+00,-75.38817E+00
+346.0000E+00,-84.50269E+00
+346.2500E+00,-77.48365E+00
+346.5000E+00,-79.99143E+00
+346.7500E+00,-94.54140E+00
+347.0000E+00,-94.95156E+00
+347.2500E+00,-90.53334E+00
+347.5000E+00,-95.01192E+00
+347.7500E+00,-86.20783E+00
+348.0000E+00,-83.03545E+00
+348.2500E+00,-78.52285E+00
+348.5000E+00,-78.71345E+00
+348.7500E+00,-76.04674E+00
+349.0000E+00,-79.27409E+00
+349.2500E+00,-65.17781E+00
+349.5000E+00,-51.97895E+00
+349.7500E+00,-27.29315E+00
+350.0000E+00,-26.59729E+00
+350.2500E+00,-57.06600E+00
+350.5000E+00,-69.40692E+00
+350.7500E+00,-71.27848E+00
+351.0000E+00,-75.45977E+00
+351.2500E+00,-84.23208E+00
+351.5000E+00,-79.74755E+00
+351.7500E+00,-82.44384E+00
+352.0000E+00,-75.64662E+00
+352.2500E+00,-86.75936E+00
+352.5000E+00,-81.84849E+00
+352.7500E+00,-87.58798E+00
+353.0000E+00,-84.78404E+00
+353.2500E+00,-82.40430E+00
+353.5000E+00,-81.24419E+00
+353.7500E+00,-81.22747E+00
+354.0000E+00,-80.42611E+00
+354.2500E+00,-81.81136E+00
+354.5000E+00,-76.25587E+00
+354.7500E+00,-78.67751E+00
+355.0000E+00,-82.04526E+00
+355.2500E+00,-82.63436E+00
+355.5000E+00,-84.47828E+00
+355.7500E+00,-80.93388E+00
+356.0000E+00,-85.14533E+00
+356.2500E+00,-82.85952E+00
+356.5000E+00,-86.38899E+00
+356.7500E+00,-87.24997E+00
+357.0000E+00,-82.49386E+00
+357.2500E+00,-82.27510E+00
+357.5000E+00,-94.16884E+00
+357.7500E+00,-80.27931E+00
+358.0000E+00,-77.23457E+00
+358.2500E+00,-72.03597E+00
+358.5000E+00,-69.66944E+00
+358.7500E+00,-73.54478E+00
+359.0000E+00,-80.79311E+00
+359.2500E+00,-74.92592E+00
+359.5000E+00,-78.04981E+00
+359.7500E+00,-87.61256E+00
+360.0000E+00,-88.78124E+00
+360.2500E+00,-84.02574E+00
+360.5000E+00,-87.34177E+00
+360.7500E+00,-79.09362E+00
+361.0000E+00,-80.08697E+00
+361.2500E+00,-80.05708E+00
+361.5000E+00,-83.00435E+00
+361.7500E+00,-82.65335E+00
+362.0000E+00,-86.59591E+00
+362.2500E+00,-78.95135E+00
+362.5000E+00,-78.65931E+00
+362.7500E+00,-80.21032E+00
+363.0000E+00,-85.07761E+00
+363.2500E+00,-80.55159E+00
+363.5000E+00,-75.67612E+00
+363.7500E+00,-88.23853E+00
+364.0000E+00,-86.99460E+00
+364.2500E+00,-88.54629E+00
+364.5000E+00,-80.41953E+00
+364.7500E+00,-77.18586E+00
+365.0000E+00,-78.10472E+00
+365.2500E+00,-74.79452E+00
+365.5000E+00,-90.38928E+00
+365.7500E+00,-87.54162E+00
+366.0000E+00,-78.74238E+00
+366.2500E+00,-79.14240E+00
+366.5000E+00,-80.70545E+00
+366.7500E+00,-85.48179E+00
+367.0000E+00,-86.56985E+00
+367.2500E+00,-80.85176E+00
+367.5000E+00,-81.37892E+00
+367.7500E+00,-85.77315E+00
+368.0000E+00,-78.59032E+00
+368.2500E+00,-76.76322E+00
+368.5000E+00,-81.84480E+00
+368.7500E+00,-94.64204E+00
+369.0000E+00,-80.07642E+00
+369.2500E+00,-78.10811E+00
+369.5000E+00,-80.24002E+00
+369.7500E+00,-88.94092E+00
+370.0000E+00,-92.94398E+00
+370.2500E+00,-80.34628E+00
+370.5000E+00,-77.14694E+00
+370.7500E+00,-97.35716E+00
+371.0000E+00,-85.90821E+00
+371.2500E+00,-80.40054E+00
+371.5000E+00,-78.67538E+00
+371.7500E+00,-81.13483E+00
+372.0000E+00,-84.02520E+00
+372.2500E+00,-85.73931E+00
+372.5000E+00,-92.28806E+00
+372.7500E+00,-82.65565E+00
+373.0000E+00,-77.36092E+00
+373.2500E+00,-81.23277E+00
+373.5000E+00,-81.62440E+00
+373.7500E+00,-74.05752E+00
+374.0000E+00,-77.09816E+00
+374.2500E+00,-78.57059E+00
+374.5000E+00,-80.88397E+00
+374.7500E+00,-88.00951E+00
+375.0000E+00,-92.38608E+00
+375.2500E+00,-85.16324E+00
+375.5000E+00,-78.67573E+00
+375.7500E+00,-84.72297E+00
+376.0000E+00,-78.56754E+00
+376.2500E+00,-79.68252E+00
+376.5000E+00,-88.70019E+00
+376.7500E+00,-88.51516E+00
+377.0000E+00,-85.27018E+00
+377.2500E+00,-81.39669E+00
+377.5000E+00,-75.28735E+00
+377.7500E+00,-77.56507E+00
+378.0000E+00,-83.95183E+00
+378.2500E+00,-81.52160E+00
+378.5000E+00,-89.36190E+00
+378.7500E+00,-86.12269E+00
+379.0000E+00,-82.42293E+00
+379.2500E+00,-93.12671E+00
+379.5000E+00,-93.87681E+00
+379.7500E+00,-105.94120E+00
+380.0000E+00,-90.79994E+00
+380.2500E+00,-78.82248E+00
+380.5000E+00,-77.43961E+00
+380.7500E+00,-80.22784E+00
+381.0000E+00,-78.97861E+00
+381.2500E+00,-78.04212E+00
+381.5000E+00,-80.61705E+00
+381.7500E+00,-78.33246E+00
+382.0000E+00,-81.80392E+00
+382.2500E+00,-84.45556E+00
+382.5000E+00,-79.91865E+00
+382.7500E+00,-85.88717E+00
+383.0000E+00,-92.23772E+00
+383.2500E+00,-83.71360E+00
+383.5000E+00,-82.64126E+00
+383.7500E+00,-79.44215E+00
+384.0000E+00,-78.70046E+00
+384.2500E+00,-80.61177E+00
+384.5000E+00,-79.83747E+00
+384.7500E+00,-84.19593E+00
+385.0000E+00,-74.15714E+00
+385.2500E+00,-79.73315E+00
+385.5000E+00,-92.10659E+00
+385.7500E+00,-84.20620E+00
+386.0000E+00,-84.11869E+00
+386.2500E+00,-86.96392E+00
+386.5000E+00,-79.16349E+00
+386.7500E+00,-83.16856E+00
+387.0000E+00,-89.93463E+00
+387.2500E+00,-85.76527E+00
+387.5000E+00,-83.00735E+00
+387.7500E+00,-77.46198E+00
+388.0000E+00,-79.25981E+00
+388.2500E+00,-73.09121E+00
+388.5000E+00,-76.03931E+00
+388.7500E+00,-83.39228E+00
+389.0000E+00,-88.92617E+00
+389.2500E+00,-81.28215E+00
+389.5000E+00,-79.50895E+00
+389.7500E+00,-87.09957E+00
+390.0000E+00,-80.49240E+00
+390.2500E+00,-79.97572E+00
+390.5000E+00,-81.75906E+00
+390.7500E+00,-83.90979E+00
+391.0000E+00,-87.49194E+00
+391.2500E+00,-73.75465E+00
+391.5000E+00,-78.54521E+00
+391.7500E+00,-87.31410E+00
+392.0000E+00,-78.52647E+00
+392.2500E+00,-74.22779E+00
+392.5000E+00,-76.71323E+00
+392.7500E+00,-85.86024E+00
+393.0000E+00,-79.28350E+00
+393.2500E+00,-81.16622E+00
+393.5000E+00,-84.40784E+00
+393.7500E+00,-77.05103E+00
+394.0000E+00,-79.51140E+00
+394.2500E+00,-77.68235E+00
+394.5000E+00,-79.93698E+00
+394.7500E+00,-81.59900E+00
+395.0000E+00,-84.72872E+00
+395.2500E+00,-82.10883E+00
+395.5000E+00,-70.42087E+00
+395.7500E+00,-75.47183E+00
+396.0000E+00,-74.31950E+00
+396.2500E+00,-77.72993E+00
+396.5000E+00,-79.49341E+00
+396.7500E+00,-91.32335E+00
+397.0000E+00,-84.13069E+00
+397.2500E+00,-86.01943E+00
+397.5000E+00,-87.76269E+00
+397.7500E+00,-81.50773E+00
+398.0000E+00,-87.98157E+00
+398.2500E+00,-84.58149E+00
+398.5000E+00,-81.95877E+00
+398.7500E+00,-88.25729E+00
+399.0000E+00,-85.13156E+00
+399.2500E+00,-78.83053E+00
+399.5000E+00,-77.83305E+00
+399.7500E+00,-60.51369E+00
+400.0000E+00,-61.19224E+00
+400.2500E+00,-78.27421E+00
+400.5000E+00,-71.66140E+00
+400.7500E+00,-73.39133E+00
+401.0000E+00,-91.28144E+00
+401.2500E+00,-80.72173E+00
+401.5000E+00,-78.92786E+00
+401.7500E+00,-79.34828E+00
+402.0000E+00,-80.09333E+00
+402.2500E+00,-80.26627E+00
+402.5000E+00,-100.75247E+00
+402.7500E+00,-91.15558E+00
+403.0000E+00,-80.36988E+00
+403.2500E+00,-76.92066E+00
+403.5000E+00,-89.25994E+00
+403.7500E+00,-84.02292E+00
+404.0000E+00,-79.78774E+00
+404.2500E+00,-80.35705E+00
+404.5000E+00,-83.72951E+00
+404.7500E+00,-82.05435E+00
+405.0000E+00,-80.90801E+00
+405.2500E+00,-79.21971E+00
+405.5000E+00,-78.85787E+00
+405.7500E+00,-84.63254E+00
+406.0000E+00,-81.16734E+00
+406.2500E+00,-81.25317E+00
+406.5000E+00,-79.62096E+00
+406.7500E+00,-90.32181E+00
+407.0000E+00,-83.27058E+00
+407.2500E+00,-76.40860E+00
+407.5000E+00,-78.74251E+00
+407.7500E+00,-82.37974E+00
+408.0000E+00,-77.95929E+00
+408.2500E+00,-84.45494E+00
+408.5000E+00,-75.55458E+00
+408.7500E+00,-78.14037E+00
+409.0000E+00,-87.07632E+00
+409.2500E+00,-81.34056E+00
+409.5000E+00,-87.58073E+00
+409.7500E+00,-79.05932E+00
+410.0000E+00,-80.14740E+00
+410.2500E+00,-81.14505E+00
+410.5000E+00,-81.52624E+00
+410.7500E+00,-80.43399E+00
+411.0000E+00,-82.59436E+00
+411.2500E+00,-83.72162E+00
+411.5000E+00,-77.83816E+00
+411.7500E+00,-93.77655E+00
+412.0000E+00,-91.82875E+00
+412.2500E+00,-81.27056E+00
+412.5000E+00,-80.98587E+00
+412.7500E+00,-76.20320E+00
+413.0000E+00,-76.37488E+00
+413.2500E+00,-82.03536E+00
+413.5000E+00,-80.28353E+00
+413.7500E+00,-83.82548E+00
+414.0000E+00,-77.27675E+00
+414.2500E+00,-76.90944E+00
+414.5000E+00,-81.85868E+00
+414.7500E+00,-89.56197E+00
+415.0000E+00,-86.27795E+00
+415.2500E+00,-76.93894E+00
+415.5000E+00,-80.93443E+00
+415.7500E+00,-81.85066E+00
+416.0000E+00,-80.12951E+00
+416.2500E+00,-83.41898E+00
+416.5000E+00,-83.96863E+00
+416.7500E+00,-85.69604E+00
+417.0000E+00,-78.60736E+00
+417.2500E+00,-80.22923E+00
+417.5000E+00,-80.66592E+00
+417.7500E+00,-84.09371E+00
+418.0000E+00,-80.05630E+00
+418.2500E+00,-84.54622E+00
+418.5000E+00,-83.67655E+00
+418.7500E+00,-78.38405E+00
+419.0000E+00,-79.87815E+00
+419.2500E+00,-87.37956E+00
+419.5000E+00,-86.75623E+00
+419.7500E+00,-82.20582E+00
+420.0000E+00,-84.44030E+00
+420.2500E+00,-81.96033E+00
+420.5000E+00,-77.39610E+00
+420.7500E+00,-86.21166E+00
+421.0000E+00,-85.51407E+00
+421.2500E+00,-80.84702E+00
+421.5000E+00,-82.86701E+00
+421.7500E+00,-86.12582E+00
+422.0000E+00,-75.82188E+00
+422.2500E+00,-80.84713E+00
+422.5000E+00,-85.45630E+00
+422.7500E+00,-79.20524E+00
+423.0000E+00,-82.35435E+00
+423.2500E+00,-84.65006E+00
+423.5000E+00,-87.69512E+00
+423.7500E+00,-94.69365E+00
+424.0000E+00,-92.05321E+00
+424.2500E+00,-82.60205E+00
+424.5000E+00,-83.53760E+00
+424.7500E+00,-89.38287E+00
+425.0000E+00,-88.79685E+00
+425.2500E+00,-88.43274E+00
+425.5000E+00,-91.79669E+00
+425.7500E+00,-91.70202E+00
+426.0000E+00,-86.80321E+00
+426.2500E+00,-84.45046E+00
+426.5000E+00,-79.69259E+00
+426.7500E+00,-76.36458E+00
+427.0000E+00,-74.82124E+00
+427.2500E+00,-86.08572E+00
+427.5000E+00,-75.88799E+00
+427.7500E+00,-72.09794E+00
+428.0000E+00,-77.98259E+00
+428.2500E+00,-84.40331E+00
+428.5000E+00,-77.23373E+00
+428.7500E+00,-78.33863E+00
+429.0000E+00,-83.25205E+00
+429.2500E+00,-90.64926E+00
+429.5000E+00,-89.25827E+00
+429.7500E+00,-80.17637E+00
+430.0000E+00,-77.89046E+00
+430.2500E+00,-76.17579E+00
+430.5000E+00,-76.38827E+00
+430.7500E+00,-83.24237E+00
+431.0000E+00,-81.22416E+00
+431.2500E+00,-77.25370E+00
+431.5000E+00,-77.64476E+00
+431.7500E+00,-84.27853E+00
+432.0000E+00,-76.92024E+00
+432.2500E+00,-77.87829E+00
+432.5000E+00,-80.36517E+00
+432.7500E+00,-85.32719E+00
+433.0000E+00,-82.43971E+00
+433.2500E+00,-89.57018E+00
+433.5000E+00,-82.40718E+00
+433.7500E+00,-79.84092E+00
+434.0000E+00,-78.59385E+00
+434.2500E+00,-90.18544E+00
+434.5000E+00,-99.80907E+00
+434.7500E+00,-81.25969E+00
+435.0000E+00,-79.78658E+00
+435.2500E+00,-84.38041E+00
+435.5000E+00,-83.54545E+00
+435.7500E+00,-90.52713E+00
+436.0000E+00,-83.26484E+00
+436.2500E+00,-87.14660E+00
+436.5000E+00,-81.28995E+00
+436.7500E+00,-83.65468E+00
+437.0000E+00,-88.80019E+00
+437.2500E+00,-103.40420E+00
+437.5000E+00,-80.56626E+00
+437.7500E+00,-78.30464E+00
+438.0000E+00,-82.66186E+00
+438.2500E+00,-79.38899E+00
+438.5000E+00,-76.71200E+00
+438.7500E+00,-88.41999E+00
+439.0000E+00,-85.67661E+00
+439.2500E+00,-81.03244E+00
+439.5000E+00,-79.37340E+00
+439.7500E+00,-82.15479E+00
+440.0000E+00,-79.42428E+00
+440.2500E+00,-86.00511E+00
+440.5000E+00,-87.15691E+00
+440.7500E+00,-75.61983E+00
+441.0000E+00,-76.10162E+00
+441.2500E+00,-73.17700E+00
+441.5000E+00,-79.24422E+00
+441.7500E+00,-79.03007E+00
+442.0000E+00,-88.71383E+00
+442.2500E+00,-81.11984E+00
+442.5000E+00,-81.11937E+00
+442.7500E+00,-83.29443E+00
+443.0000E+00,-84.98119E+00
+443.2500E+00,-74.33742E+00
+443.5000E+00,-76.47862E+00
+443.7500E+00,-81.40710E+00
+444.0000E+00,-82.57223E+00
+444.2500E+00,-85.89170E+00
+444.5000E+00,-82.69749E+00
+444.7500E+00,-80.87526E+00
+445.0000E+00,-79.76481E+00
+445.2500E+00,-87.66548E+00
+445.5000E+00,-87.44428E+00
+445.7500E+00,-86.08536E+00
+446.0000E+00,-85.21267E+00
+446.2500E+00,-87.31498E+00
+446.5000E+00,-81.86426E+00
+446.7500E+00,-89.50563E+00
+447.0000E+00,-82.67693E+00
+447.2500E+00,-79.87958E+00
+447.5000E+00,-81.87183E+00
+447.7500E+00,-89.02413E+00
+448.0000E+00,-85.51020E+00
+448.2500E+00,-82.72392E+00
+448.5000E+00,-82.45590E+00
+448.7500E+00,-85.04184E+00
+449.0000E+00,-79.26936E+00
+449.2500E+00,-75.44756E+00
+449.5000E+00,-57.68541E+00
+449.7500E+00,-33.79708E+00
+450.0000E+00,-36.32575E+00
+450.2500E+00,-69.75660E+00
+450.5000E+00,-78.17472E+00
+450.7500E+00,-74.79438E+00
+451.0000E+00,-82.90921E+00
+451.2500E+00,-83.43128E+00
+451.5000E+00,-84.55905E+00
+451.7500E+00,-85.08997E+00
+452.0000E+00,-81.33639E+00
+452.2500E+00,-77.12599E+00
+452.5000E+00,-79.65815E+00
+452.7500E+00,-89.03719E+00
+453.0000E+00,-84.36412E+00
+453.2500E+00,-84.48184E+00
+453.5000E+00,-91.19639E+00
+453.7500E+00,-77.18010E+00
+454.0000E+00,-75.20176E+00
+454.2500E+00,-82.57855E+00
+454.5000E+00,-80.25614E+00
+454.7500E+00,-80.55437E+00
+455.0000E+00,-85.95207E+00
+455.2500E+00,-84.24102E+00
+455.5000E+00,-80.64785E+00
+455.7500E+00,-89.25577E+00
+456.0000E+00,-84.41368E+00
+456.2500E+00,-89.76681E+00
+456.5000E+00,-77.99359E+00
+456.7500E+00,-77.44956E+00
+457.0000E+00,-76.77730E+00
+457.2500E+00,-76.56681E+00
+457.5000E+00,-77.32192E+00
+457.7500E+00,-79.76435E+00
+458.0000E+00,-84.72892E+00
+458.2500E+00,-79.48562E+00
+458.5000E+00,-76.14707E+00
+458.7500E+00,-78.11765E+00
+459.0000E+00,-79.28975E+00
+459.2500E+00,-85.76329E+00
+459.5000E+00,-77.83277E+00
+459.7500E+00,-79.31682E+00
+460.0000E+00,-83.60700E+00
+460.2500E+00,-84.49184E+00
+460.5000E+00,-88.88703E+00
+460.7500E+00,-85.99031E+00
+461.0000E+00,-86.80497E+00
+461.2500E+00,-84.75903E+00
+461.5000E+00,-80.00045E+00
+461.7500E+00,-77.67814E+00
+462.0000E+00,-80.96128E+00
+462.2500E+00,-82.56321E+00
+462.5000E+00,-83.57870E+00
+462.7500E+00,-81.13653E+00
+463.0000E+00,-91.63434E+00
+463.2500E+00,-86.95197E+00
+463.5000E+00,-79.98704E+00
+463.7500E+00,-77.78755E+00
+464.0000E+00,-77.59742E+00
+464.2500E+00,-75.61341E+00
+464.5000E+00,-88.54356E+00
+464.7500E+00,-79.61502E+00
+465.0000E+00,-75.80873E+00
+465.2500E+00,-77.76228E+00
+465.5000E+00,-79.69801E+00
+465.7500E+00,-82.61427E+00
+466.0000E+00,-82.13301E+00
+466.2500E+00,-83.47472E+00
+466.5000E+00,-81.19701E+00
+466.7500E+00,-80.56178E+00
+467.0000E+00,-79.65112E+00
+467.2500E+00,-78.93537E+00
+467.5000E+00,-82.19415E+00
+467.7500E+00,-87.29316E+00
+468.0000E+00,-78.48541E+00
+468.2500E+00,-75.44311E+00
+468.5000E+00,-78.88978E+00
+468.7500E+00,-75.08276E+00
+469.0000E+00,-78.74264E+00
+469.2500E+00,-83.20464E+00
+469.5000E+00,-86.48337E+00
+469.7500E+00,-80.96331E+00
+470.0000E+00,-81.68053E+00
+470.2500E+00,-77.92913E+00
+470.5000E+00,-84.95224E+00
+470.7500E+00,-79.57559E+00
+471.0000E+00,-86.85629E+00
+471.2500E+00,-83.58214E+00
+471.5000E+00,-78.96510E+00
+471.7500E+00,-75.27293E+00
+472.0000E+00,-77.08433E+00
+472.2500E+00,-93.70775E+00
+472.5000E+00,-82.03215E+00
+472.7500E+00,-93.38227E+00
+473.0000E+00,-76.29782E+00
+473.2500E+00,-72.80236E+00
+473.5000E+00,-83.97543E+00
+473.7500E+00,-90.06275E+00
+474.0000E+00,-91.53153E+00
+474.2500E+00,-79.72059E+00
+474.5000E+00,-81.63132E+00
+474.7500E+00,-79.68200E+00
+475.0000E+00,-87.49651E+00
+475.2500E+00,-77.79680E+00
+475.5000E+00,-77.42213E+00
+475.7500E+00,-93.22852E+00
+476.0000E+00,-81.90689E+00
+476.2500E+00,-93.89890E+00
+476.5000E+00,-86.81699E+00
+476.7500E+00,-84.14385E+00
+477.0000E+00,-82.58939E+00
+477.2500E+00,-80.15304E+00
+477.5000E+00,-79.86404E+00
+477.7500E+00,-84.86502E+00
+478.0000E+00,-85.92693E+00
+478.2500E+00,-91.06898E+00
+478.5000E+00,-82.63216E+00
+478.7500E+00,-89.93802E+00
+479.0000E+00,-84.42553E+00
+479.2500E+00,-89.40475E+00
+479.5000E+00,-79.48842E+00
+479.7500E+00,-81.39800E+00
+480.0000E+00,-86.08742E+00
+480.2500E+00,-84.14126E+00
+480.5000E+00,-77.30435E+00
+480.7500E+00,-82.87277E+00
+481.0000E+00,-79.05471E+00
+481.2500E+00,-77.20370E+00
+481.5000E+00,-81.53300E+00
+481.7500E+00,-80.52438E+00
+482.0000E+00,-88.18714E+00
+482.2500E+00,-83.58325E+00
+482.5000E+00,-84.52743E+00
+482.7500E+00,-85.34476E+00
+483.0000E+00,-81.82564E+00
+483.2500E+00,-85.05838E+00
+483.5000E+00,-88.49202E+00
+483.7500E+00,-90.22422E+00
+484.0000E+00,-82.22358E+00
+484.2500E+00,-87.68244E+00
+484.5000E+00,-87.26245E+00
+484.7500E+00,-89.86959E+00
+485.0000E+00,-77.50719E+00
+485.2500E+00,-76.08023E+00
+485.5000E+00,-80.41963E+00
+485.7500E+00,-88.85439E+00
+486.0000E+00,-85.85740E+00
+486.2500E+00,-82.44050E+00
+486.5000E+00,-78.41606E+00
+486.7500E+00,-84.73262E+00
+487.0000E+00,-82.38665E+00
+487.2500E+00,-77.77573E+00
+487.5000E+00,-82.92786E+00
+487.7500E+00,-89.77713E+00
+488.0000E+00,-85.71731E+00
+488.2500E+00,-88.07829E+00
+488.5000E+00,-98.72580E+00
+488.7500E+00,-92.10712E+00
+489.0000E+00,-91.78975E+00
+489.2500E+00,-87.42503E+00
+489.5000E+00,-84.55246E+00
+489.7500E+00,-75.90242E+00
+490.0000E+00,-78.13224E+00
+490.2500E+00,-79.84731E+00
+490.5000E+00,-80.19579E+00
+490.7500E+00,-78.71322E+00
+491.0000E+00,-77.57417E+00
+491.2500E+00,-70.22736E+00
+491.5000E+00,-74.53238E+00
+491.7500E+00,-86.14332E+00
+492.0000E+00,-86.67333E+00
+492.2500E+00,-83.04038E+00
+492.5000E+00,-80.85884E+00
+492.7500E+00,-76.76990E+00
+493.0000E+00,-79.04321E+00
+493.2500E+00,-81.65329E+00
+493.5000E+00,-79.09357E+00
+493.7500E+00,-84.94239E+00
+494.0000E+00,-88.99261E+00
+494.2500E+00,-81.30249E+00
+494.5000E+00,-85.26728E+00
+494.7500E+00,-74.93756E+00
+495.0000E+00,-77.05629E+00
+495.2500E+00,-76.18288E+00
+495.5000E+00,-71.23284E+00
+495.7500E+00,-81.06092E+00
+496.0000E+00,-87.06154E+00
+496.2500E+00,-78.78929E+00
+496.5000E+00,-78.62214E+00
+496.7500E+00,-76.39323E+00
+497.0000E+00,-82.59013E+00
+497.2500E+00,-83.98744E+00
+497.5000E+00,-89.91860E+00
+497.7500E+00,-99.23922E+00
+498.0000E+00,-75.24859E+00
+498.2500E+00,-79.16647E+00
+498.5000E+00,-81.82529E+00
+498.7500E+00,-83.36799E+00
+499.0000E+00,-88.41668E+00
+499.2500E+00,-77.60708E+00
+499.5000E+00,-86.83574E+00
+499.7500E+00,-70.14046E+00
